격자순번,격자100m,위도,경도,실제값,예측값,시계열예측값
2735,다바846078,36.26779482,127.3291064,0,0,0.00065559
2736,다바846079,36.26869637,127.3291044,0,0,0.86604303
2737,다바846080,36.26959792,127.3291025,1,0,0.8760127
2738,다바846081,36.27049947,127.3291005,0,0,0.8760161
2739,다바846082,36.27140102,127.3290985,0,0,0.8641817
2740,다바846083,36.27230256,127.3290966,0,0,0.8521221
2741,다바846084,36.27320411,127.3290946,0,0,0.68920815
2742,다바846085,36.27410566,127.3290926,0,0,0.74967164
2743,다바846086,36.27500721,127.3290907,0,0,0.6861984
2744,다바846087,36.27590876,127.3290887,0,0,0.00065559
2745,다바846088,36.27681031,127.3290867,0,0,0.00065559
2746,다바846089,36.27771186,127.3290848,0,0,0.79833734
2747,다바846090,36.27861341,127.3290828,0,0,0.77091044
2748,다바846091,36.27951495,127.3290808,0,0,0.7799795
2749,다바846092,36.2804165,127.3290789,0,0,0.81280506
2750,다바846093,36.28131805,127.3290769,0,0,0.6853601
2751,다바846094,36.2822196,127.329075,0,0,0.73853886
2752,다바846095,36.28312115,127.329073,0,0,0.00065559
2753,다바846096,36.28402269,127.329071,0,0,0.00065559
2754,다바846097,36.28492424,127.3290691,0,0,0.00065559
2755,다바846098,36.28582579,127.3290671,0,0,0.00065559
2756,다바846099,36.28672734,127.3290651,0,0,0.8612965
2757,다바846100,36.28762888,127.3290632,0,0,0.8760261
2758,다바846101,36.28853043,127.3290612,0,0,0.86212116
2759,다바846102,36.28943198,127.3290592,0,0,0.8643476
2760,다바846103,36.29033352,127.3290573,0,0,0.8760264
2761,다바846104,36.29123507,127.3290553,0,0,0.8635161
2762,다바846105,36.29213662,127.3290533,0,0,0.00065559
2763,다바846106,36.29303816,127.3290514,0,0,0.47307268
2764,다바846107,36.29393971,127.3290494,1,0,0.7497528
2765,다바846108,36.29484125,127.3290474,1,0,0.86616564
2766,다바846109,36.2957428,127.3290455,1,0,0.7688413
2767,다바846110,36.29664435,127.3290435,1,0,0.8116135
2768,다바846111,36.29754589,127.3290415,1,0,0.8592937
2769,다바846112,36.29844744,127.3290396,1,0,0.8104453
2770,다바846113,36.29934898,127.3290376,0,0,0.85986197
2771,다바846114,36.30025053,127.3290356,1,0,0.7785329
2772,다바847005,36.20198288,127.3303619,0,0,0.00065559
2773,다바847006,36.20288444,127.33036,0,0,0.00065559
2774,다바847007,36.203786,127.330358,0,0,0.00065559
2775,다바847008,36.20468756,127.3303561,0,0,0.86605644
2776,다바847009,36.20558912,127.3303542,0,0,0.00065559
2777,다바847010,36.20649068,127.3303522,0,0,0.85876316
2778,다바847011,36.20739224,127.3303503,0,0,0.00065559
2779,다바847012,36.2082938,127.3303483,0,0,0.00065559
2780,다바847013,36.20919536,127.3303464,0,0,0.00065559
2781,다바847014,36.21009692,127.3303444,0,0,0.00065559
2782,다바847015,36.21099848,127.3303425,0,0,0.00065559
2783,다바847016,36.21190004,127.3303405,0,0,0.00065559
2784,다바847017,36.21280159,127.3303386,0,0,0.00065559
2785,다바847018,36.21370315,127.3303366,0,0,0.00065559
2786,다바847019,36.21460471,127.3303347,0,0,0.00065559
2787,다바847020,36.21550627,127.3303327,0,0,0.00065559
2788,다바847021,36.21640783,127.3303308,0,0,0.00065559
2789,다바847022,36.21730938,127.3303289,0,0,0.8634378
2790,다바847023,36.21821094,127.3303269,0,0,0.00065559
2791,다바847024,36.2191125,127.330325,0,0,0.00065559
2792,다바847025,36.22001406,127.330323,0,0,0.6889039
2793,다바847026,36.22091561,127.3303211,0,0,0.00065559
2794,다바847027,36.22181717,127.3303191,0,0,0.86480254
2795,다바847028,36.22271873,127.3303172,0,0,0.00065559
2796,다바847029,36.22362029,127.3303152,0,0,0.5329256
2797,다바847030,36.22452184,127.3303133,0,0,0.85969615
2798,다바847031,36.2254234,127.3303113,0,0,0.00065559
2799,다바847032,36.22632496,127.3303094,0,0,0.78860676
2800,다바847033,36.22722651,127.3303074,0,0,0.00065559
2801,다바847034,36.22812807,127.3303055,0,0,0.8622109
2802,다바847035,36.22902962,127.3303035,0,0,0.00065559
2803,다바847036,36.22993118,127.3303016,0,0,0.00065559
2804,다바847037,36.23083273,127.3302996,0,0,0.82621753
2805,다바847038,36.23173429,127.3302977,0,0,0.8647126
2806,다바847039,36.23263585,127.3302957,0,0,0.8658096
2807,다바847040,36.2335374,127.3302938,0,0,0.86570394
2808,다바847041,36.23443896,127.3302918,1,0,0.8760173
2809,다바847042,36.23534051,127.3302899,0,0,0.00065559
2810,다바847043,36.23624207,127.330288,0,0,0.76261646
2811,다바847044,36.23714362,127.330286,0,0,0.86671656
2812,다바847045,36.23804518,127.3302841,0,0,0.8643781
2813,다바847046,36.23894673,127.3302821,0,0,0.8654168
2814,다바847047,36.23984828,127.3302802,0,0,0.8655595
2815,다바847048,36.24074984,127.3302782,0,0,0.8760269
2816,다바847049,36.24165139,127.3302763,0,0,0.87602
2817,다바847050,36.24255295,127.3302743,0,0,0.8656851
2818,다바847051,36.2434545,127.3302724,0,0,0.86602294
2819,다바847052,36.24435605,127.3302704,0,0,0.00065559
2820,다바847053,36.24525761,127.3302685,0,0,0.00065559
2821,다바847054,36.24615916,127.3302665,0,0,0.00065559
2822,다바847055,36.24706071,127.3302646,0,0,0.8237006
2823,다바847056,36.24796227,127.3302626,0,0,0.8209627
2824,다바847057,36.24886382,127.3302607,0,0,0.8481766
2825,다바847058,36.24976537,127.3302587,0,0,0.8525504
2826,다바847059,36.25066693,127.3302568,0,0,0.81300867
2827,다바847060,36.25156848,127.3302548,0,0,0.8660135
2828,다바847061,36.25247003,127.3302529,0,0,0.8657136
2829,다바847062,36.25337158,127.3302509,0,0,0.8511685
2830,다바847063,36.25427314,127.330249,0,0,0.68842137
2831,다바847064,36.25517469,127.330247,0,0,0.00065559
2832,다바847065,36.25607624,127.3302451,0,0,0.86071205
2833,다바847066,36.25697779,127.3302431,0,0,0.8601832
2834,다바847067,36.25787934,127.3302412,0,0,0.00065559
2835,다바847068,36.25878089,127.3302392,0,0,0.00065559
2836,다바847069,36.25968245,127.3302373,0,0,0.00065559
2837,다바847070,36.260584,127.3302353,0,0,0.00065559
2838,다바847071,36.26148555,127.3302334,0,0,0.86507195
2839,다바847072,36.2623871,127.3302314,0,0,0.8760245
2840,다바847073,36.26328865,127.3302295,0,0,0.8462277
2841,다바847074,36.2641902,127.3302275,0,0,0.86196226
2842,다바847075,36.26509175,127.3302256,0,0,0.8652624
2843,다바847076,36.2659933,127.3302236,0,0,0.8656022
2844,다바847077,36.26689485,127.3302217,0,0,0.00065559
2845,다바847078,36.2677964,127.3302197,0,0,0.00065559
2846,다바847079,36.26869795,127.3302177,0,0,0.8651861
2847,다바847080,36.2695995,127.3302158,0,0,0.86584574
2848,다바847081,36.27050105,127.3302138,0,0,0.8647507
2849,다바847082,36.2714026,127.3302119,0,0,0.85392463
2850,다바847083,36.27230415,127.3302099,0,0,0.8212946
2851,다바847084,36.2732057,127.330208,0,0,0.8552731
2852,다바847085,36.27410725,127.330206,0,0,0.00065559
2853,다바847086,36.2750088,127.3302041,0,0,0.00065559
2854,다바847087,36.27591035,127.3302021,0,0,0.8654144
2855,다바847088,36.2768119,127.3302002,0,0,0.00065559
2856,다바847089,36.27771344,127.3301982,0,0,0.6957261
2857,다바847090,36.27861499,127.3301963,0,0,0.8643181
2858,다바847091,36.27951654,127.3301943,0,0,0.72164917
2859,다바847092,36.28041809,127.3301924,0,0,0.8437298
2860,다바847093,36.28131964,127.3301904,0,0,0.00065559
2861,다바847094,36.28222119,127.3301885,0,0,0.00065559
2862,다바847095,36.28312273,127.3301865,0,0,0.00065559
2863,다바847096,36.28402428,127.3301846,0,0,0.00065559
2864,다바847097,36.28492583,127.3301826,0,0,0.86564076
2865,다바847098,36.28582738,127.3301807,0,0,0.86184174
2866,다바847099,36.28672892,127.3301787,0,0,0.864361
2867,다바847100,36.28763047,127.3301767,0,0,0.87601846
2868,다바847101,36.28853202,127.3301748,0,0,0.00065559
2869,다바847102,36.28943356,127.3301728,0,0,0.00065559
2870,다바847103,36.29033511,127.3301709,0,0,0.00065559
2871,다바847104,36.29123666,127.3301689,0,0,0.33933455
2872,다바847105,36.2921382,127.330167,0,0,0.6892803
2873,다바847106,36.29303975,127.330165,0,0,0.85935503
2874,다바847107,36.2939413,127.3301631,1,0,0.75210744
2875,다바847108,36.29484284,127.3301611,1,0,0.86024106
2876,다바847109,36.29574439,127.3301592,0,0,0.83729726
2877,다바847110,36.29664593,127.3301572,1,0,0.86024845
2878,다바847111,36.29754748,127.3301553,1,0,0.78777313
2879,다바847112,36.29844902,127.3301533,1,0,0.86026585
2880,다바847113,36.29935057,127.3301513,0,0,0.8607912
2881,다바847114,36.30025212,127.3301494,0,0,0.8599628
2882,다바847115,36.30115366,127.3301474,0,0,0.6882066
2883,다바848005,36.20198446,127.3314743,0,0,0.00065559
2884,다바848006,36.20288602,127.3314724,0,0,0.00065559
2885,다바848007,36.20378758,127.3314704,0,0,0.00065559
2886,다바848008,36.20468914,127.3314685,0,0,0.68857485
2887,다바848009,36.2055907,127.3314666,0,0,0.68986696
2888,다바848010,36.20649225,127.3314646,0,0,0.8274024
2889,다바848011,36.20739381,127.3314627,0,0,0.00065559
2890,다바848012,36.20829537,127.3314608,0,0,0.5918047
2891,다바848013,36.20919693,127.3314588,0,0,0.8655633
2892,다바848014,36.21009849,127.3314569,0,0,0.00065559
2893,다바848015,36.21100005,127.331455,0,0,0.00065559
2894,다바848016,36.21190161,127.331453,0,0,0.00065559
2895,다바848017,36.21280317,127.3314511,0,0,0.00065559
2896,다바848018,36.21370473,127.3314492,0,0,0.8759875
2897,다바848019,36.21460628,127.3314472,0,0,0.00065559
2898,다바848020,36.21550784,127.3314453,0,0,0.00065559
2899,다바848021,36.2164094,127.3314434,0,0,0.00065559
2900,다바848022,36.21731096,127.3314414,0,0,0.00065559
2901,다바848023,36.21821251,127.3314395,0,0,0.00065559
2902,다바848024,36.21911407,127.3314376,0,0,0.00065559
2903,다바848025,36.22001563,127.3314356,0,0,0.6866898
2904,다바848026,36.22091719,127.3314337,0,0,0.8476288
2905,다바848027,36.22181874,127.3314318,0,0,0.00065559
2906,다바848028,36.2227203,127.3314298,0,0,0.7469506
2907,다바848029,36.22362186,127.3314279,0,0,0.8592707
2908,다바848030,36.22452341,127.331426,0,0,0.68600976
2909,다바848031,36.22542497,127.331424,0,0,0.8118371
2910,다바848032,36.22632653,127.3314221,0,0,0.84184676
2911,다바848033,36.22722808,127.3314202,0,0,0.00065559
2912,다바848034,36.22812964,127.3314182,0,0,0.8562849
2913,다바848035,36.2290312,127.3314163,0,0,0.8506357
2914,다바848036,36.22993275,127.3314144,0,0,0.82194966
2915,다바848037,36.23083431,127.3314124,0,0,0.8593982
2916,다바848038,36.23173586,127.3314105,0,0,0.86579376
2917,다바848039,36.23263742,127.3314086,0,0,0.8659598
2918,다바848040,36.23353897,127.3314066,0,0,0.8661814
2919,다바848041,36.23444053,127.3314047,0,0,0.86391234
2920,다바848042,36.23534208,127.3314027,0,0,0.00065559
2921,다바848043,36.23624364,127.3314008,0,0,0.8635485
2922,다바848044,36.23714519,127.3313989,0,0,0.86569655
2923,다바848045,36.23804675,127.3313969,0,0,0.8648493
2924,다바848046,36.2389483,127.331395,0,0,0.8647113
2925,다바848047,36.23984986,127.3313931,0,0,0.8760259
2926,다바848048,36.24075141,127.3313911,0,0,0.8657976
2927,다바848049,36.24165297,127.3313892,0,0,0.87601566
2928,다바848050,36.24255452,127.3313873,0,0,0.86381644
2929,다바848051,36.24345607,127.3313853,0,0,0.86577845
2930,다바848052,36.24435763,127.3313834,0,0,0.8305345
2931,다바848053,36.24525918,127.3313815,0,0,0.8624204
2932,다바848054,36.24616074,127.3313795,0,0,0.86050934
2933,다바848055,36.24706229,127.3313776,0,0,0.8624203
2934,다바848056,36.24796384,127.3313756,0,0,0.864188
2935,다바848057,36.24886539,127.3313737,0,0,0.8639049
2936,다바848058,36.24976695,127.3313718,0,0,0.74972826
2937,다바848059,36.2506685,127.3313698,0,0,0.00065559
2938,다바848060,36.25157005,127.3313679,0,0,0.00065559
2939,다바848061,36.25247161,127.331366,0,0,0.00065559
2940,다바848062,36.25337316,127.331364,0,0,0.00065559
2941,다바848063,36.25427471,127.3313621,0,0,0.86566615
2942,다바848064,36.25517626,127.3313601,0,0,0.00065559
2943,다바848065,36.25607781,127.3313582,0,0,0.00065559
2944,다바848066,36.25697937,127.3313563,0,0,0.00065559
2945,다바848067,36.25788092,127.3313543,0,0,0.00065559
2946,다바848068,36.25878247,127.3313524,0,0,0.00065559
2947,다바848069,36.25968402,127.3313505,0,0,0.00065559
2948,다바848070,36.26058557,127.3313485,0,0,0.68612254
2949,다바848071,36.26148712,127.3313466,0,0,0.87601596
2950,다바848072,36.26238867,127.3313446,0,0,0.001299241
2951,다바848073,36.26329022,127.3313427,0,0,0.00065559
2952,다바848074,36.26419178,127.3313408,0,0,0.00065559
2953,다바848075,36.26509333,127.3313388,0,0,0.85145
2954,다바848076,36.26599488,127.3313369,0,0,0.86563927
2955,다바848077,36.26689643,127.3313349,0,0,0.86502993
2956,다바848078,36.26779798,127.331333,0,0,0.8647218
2957,다바848079,36.26869953,127.3313311,0,0,0.86423206
2958,다바848080,36.26960108,127.3313291,0,0,0.8651143
2959,다바848081,36.27050263,127.3313272,0,0,0.68551934
2960,다바848082,36.27140418,127.3313253,0,0,0.68379074
2961,다바848083,36.27230573,127.3313233,0,0,0.00065559
2962,다바848084,36.27320728,127.3313214,0,0,0.78822726
2963,다바848085,36.27410882,127.3313194,0,0,0.8101997
2964,다바848086,36.27501037,127.3313175,0,0,0.00065559
2965,다바848087,36.27591192,127.3313156,0,0,0.00065559
2966,다바848088,36.27681347,127.3313136,0,0,0.00065559
2967,다바848089,36.27771502,127.3313117,0,0,0.86545706
2968,다바848090,36.27861657,127.3313097,0,0,0.87602794
2969,다바848091,36.27951812,127.3313078,0,0,0.86331606
2970,다바848092,36.28041966,127.3313059,0,0,0.00065559
2971,다바848093,36.28132121,127.3313039,0,0,0.689279
2972,다바848094,36.28222276,127.331302,0,0,0.86533743
2973,다바848095,36.28312431,127.3313,0,0,0.689279
2974,다바848096,36.28402586,127.3312981,0,0,0.00065559
2975,다바848097,36.2849274,127.3312962,0,0,0.00065559
2976,다바848098,36.28582895,127.3312942,0,0,0.00065559
2977,다바848099,36.2867305,127.3312923,0,0,0.86226183
2978,다바848100,36.28763205,127.3312903,0,0,0.8549109
2979,다바848101,36.28853359,127.3312884,0,0,0.84552616
2980,다바848102,36.28943514,127.3312865,0,0,0.8656682
2981,다바848103,36.29033669,127.3312845,0,0,0.00065559
2982,다바848104,36.29123823,127.3312826,0,0,0.86552924
2983,다바848105,36.29213978,127.3312806,0,0,0.008885361
2984,다바848106,36.29304133,127.3312787,1,0,0.7552495
2985,다바848107,36.29394287,127.3312767,1,0,0.76670635
2986,다바848108,36.29484442,127.3312748,1,0,0.8645438
2987,다바848109,36.29574596,127.3312729,1,0,0.8606067
2988,다바848110,36.29664751,127.3312709,1,0,0.85995215
2989,다바848111,36.29754906,127.331269,1,0,0.87521905
2990,다바848112,36.2984506,127.331267,1,0,0.86024624
2991,다바848113,36.29935215,127.3312651,1,0,0.7733143
2992,다바848114,36.30025369,127.3312632,1,0,0.77201337
2993,다바848115,36.30115524,127.3312612,0,0,0.85978454
2994,다바849000,36.19747821,127.3325963,0,0,0.00065559
2995,다바849001,36.19837978,127.3325944,0,0,0.8625091
2996,다바849004,36.20108446,127.3325886,0,0,0.00065559
2997,다바849005,36.20198602,127.3325867,0,0,0.16832307
2998,다바849006,36.20288758,127.3325848,0,0,0.86781675
2999,다바849007,36.20378914,127.3325828,0,0,0.7441541
3000,다바849008,36.2046907,127.3325809,0,0,0.00065559
3001,다바849009,36.20559226,127.332579,0,0,0.00065559
3002,다바849010,36.20649382,127.3325771,0,0,0.8542595
3003,다바849011,36.20739538,127.3325752,0,0,0.84761447
3004,다바849012,36.20829693,127.3325732,0,0,0.85311145
3005,다바849013,36.20919849,127.3325713,0,0,0.85330033
3006,다바849014,36.21010005,127.3325694,0,0,0.00065559
3007,다바849015,36.21100161,127.3325675,0,0,0.00065559
3008,다바849016,36.21190317,127.3325656,0,0,0.00065559
3009,다바849017,36.21280473,127.3325636,0,0,0.00065559
3010,다바849018,36.21370629,127.3325617,0,0,0.00065559
3011,다바849019,36.21460785,127.3325598,0,0,0.00065559
3012,다바849020,36.2155094,127.3325579,0,0,0.00065559
3013,다바849021,36.21641096,127.332556,0,0,0.00065559
3014,다바849022,36.21731252,127.332554,0,0,0.00065559
3015,다바849023,36.21821408,127.3325521,0,0,0.00065559
3016,다바849024,36.21911563,127.3325502,0,0,0.00065559
3017,다바849025,36.22001719,127.3325483,0,0,0.8650797
3018,다바849026,36.22091875,127.3325464,0,0,0.865235
3019,다바849027,36.22182031,127.3325444,1,0,0.8648709
3020,다바849028,36.22272186,127.3325425,0,0,0.87602776
3021,다바849029,36.22362342,127.3325406,0,0,0.8656096
3022,다바849030,36.22452498,127.3325387,0,0,0.8641962
3023,다바849031,36.22542653,127.3325367,0,0,0.7615959
3024,다바849032,36.22632809,127.3325348,0,0,0.7336178
3025,다바849033,36.22722965,127.3325329,0,0,0.00065559
3026,다바849034,36.2281312,127.332531,0,0,0.85394967
3027,다바849035,36.22903276,127.3325291,0,0,0.8384179
3028,다바849036,36.22993431,127.3325271,0,0,0.00065559
3029,다바849037,36.23083587,127.3325252,0,0,0.00065559
3030,다바849038,36.23173743,127.3325233,0,0,0.00065559
3031,다바849039,36.23263898,127.3325214,0,0,0.86122155
3032,다바849040,36.23354054,127.3325194,0,0,0.87601817
3033,다바849041,36.23444209,127.3325175,0,0,0.00065559
3034,다바849042,36.23534365,127.3325156,0,0,0.6899326
3035,다바849043,36.2362452,127.3325137,0,0,0.8658751
3036,다바849044,36.23714676,127.3325118,0,0,0.86579615
3037,다바849045,36.23804831,127.3325098,0,0,0.863321
3038,다바849046,36.23894987,127.3325079,0,0,0.00065559
3039,다바849047,36.23985142,127.332506,0,0,0.8760197
3040,다바849048,36.24075298,127.3325041,0,0,0.864374
3041,다바849049,36.24165453,127.3325021,0,0,0.00065559
3042,다바849050,36.24255608,127.3325002,0,0,0.8658482
3043,다바849051,36.24345764,127.3324983,0,0,0.82340777
3044,다바849052,36.24435919,127.3324964,0,0,0.8603884
3045,다바849053,36.24526075,127.3324944,0,0,0.8602101
3046,다바849054,36.2461623,127.3324925,0,0,0.00065559
3047,다바849055,36.24706385,127.3324906,0,0,0.8652596
3048,다바849056,36.24796541,127.3324887,0,0,0.8657235
3049,다바849057,36.24886696,127.3324867,0,0,0.8504023
3050,다바849058,36.24976851,127.3324848,0,0,0.69180685
3051,다바849059,36.25067006,127.3324829,0,0,0.86146045
3052,다바849060,36.25157162,127.332481,0,0,0.00065559
3053,다바849061,36.25247317,127.332479,0,0,0.00065559
3054,다바849062,36.25337472,127.3324771,0,0,0.00065559
3055,다바849063,36.25427627,127.3324752,0,0,0.8652706
3056,다바849064,36.25517783,127.3324733,0,0,0.00065559
3057,다바849065,36.25607938,127.3324713,0,0,0.85020244
3058,다바849066,36.25698093,127.3324694,0,0,0.00065559
3059,다바849067,36.25788248,127.3324675,0,0,0.865731
3060,다바849068,36.25878403,127.3324656,0,0,0.00065559
3061,다바849069,36.25968558,127.3324636,0,0,0.00065559
3062,다바849070,36.26058714,127.3324617,0,0,0.00065559
3063,다바849071,36.26148869,127.3324598,0,0,0.8645627
3064,다바849072,36.26239024,127.3324579,0,0,0.00065559
3065,다바849073,36.26329179,127.3324559,0,0,0.00065559
3066,다바849074,36.26419334,127.332454,0,0,0.84959906
3067,다바849075,36.26509489,127.3324521,0,0,0.8760303
3068,다바849076,36.26599644,127.3324502,0,0,0.876011
3069,다바849077,36.26689799,127.3324482,0,0,0.86527574
3070,다바849078,36.26779954,127.3324463,0,0,0.8636548
3071,다바849079,36.26870109,127.3324444,0,0,0.85491043
3072,다바849080,36.26960264,127.3324425,0,0,0.00065559
3073,다바849081,36.27050419,127.3324405,0,0,0.8642879
3074,다바849082,36.27140574,127.3324386,0,0,0.00065559
3075,다바849083,36.27230729,127.3324367,0,0,0.00065559
3076,다바849084,36.27320884,127.3324348,0,0,0.78186095
3077,다바849085,36.27411039,127.3324328,0,0,0.00065559
3078,다바849086,36.27501194,127.3324309,0,0,0.00065559
3079,다바849087,36.27591349,127.332429,0,0,0.8651648
3080,다바849088,36.27681504,127.3324271,0,0,0.00065559
3081,다바849089,36.27771659,127.3324251,0,0,0.8650524
3082,다바849090,36.27861813,127.3324232,0,0,0.860558
3083,다바849091,36.27951968,127.3324213,0,0,0.76374656
3084,다바849092,36.28042123,127.3324193,0,0,0.8649056
3085,다바849093,36.28132278,127.3324174,0,0,0.00065559
3086,다바849094,36.28222433,127.3324155,0,0,0.00065559
3087,다바849095,36.28312587,127.3324136,0,0,0.00065559
3088,다바849096,36.28402742,127.3324116,0,0,0.00065559
3089,다바849097,36.28492897,127.3324097,0,0,0.00065559
3090,다바849098,36.28583052,127.3324078,0,0,0.81526953
3091,다바849099,36.28673206,127.3324059,0,0,0.00065559
3092,다바849100,36.28763361,127.3324039,0,0,0.00065559
3093,다바849101,36.28853516,127.332402,0,0,0.00065559
3094,다바849102,36.28943671,127.3324001,0,0,0.00065559
3095,다바849103,36.29033825,127.3323981,0,0,0.001067621
3096,다바849104,36.2912398,127.3323962,0,0,0.70883745
3097,다바849105,36.29214135,127.3323943,0,0,0.7014861
3098,다바849106,36.29304289,127.3323924,1,0,0.76383257
3099,다바849107,36.29394444,127.3323904,1,0,0.83576113
3100,다바849108,36.29484599,127.3323885,1,0,0.8604172
3101,다바849109,36.29574753,127.3323866,1,0,0.7775676
3102,다바849110,36.29664908,127.3323846,1,0,0.7460137
3103,다바849111,36.29755062,127.3323827,1,0,0.8621128
3104,다바849112,36.29845217,127.3323808,1,0,0.86093074
3105,다바849113,36.29935371,127.3323789,1,0,0.87502086
3106,다바849114,36.30025526,127.3323769,1,0,0.7786713
3107,다바849115,36.3011568,127.332375,0,0,0.860023
3108,다바850000,36.19747977,127.3337086,0,0,0.00065559
3109,다바850001,36.19838133,127.3337067,0,0,0.00065559
3110,다바850002,36.19928289,127.3337048,0,0,0.00065559
3111,다바850003,36.20018445,127.3337029,0,0,0.00065559
3112,다바850004,36.20108601,127.333701,0,0,0.00065559
3113,다바850005,36.20198757,127.3336991,0,0,0.00065559
3114,다바850006,36.20288913,127.3336972,0,0,0.00065559
3115,다바850007,36.20379069,127.3336952,0,0,0.7692984
3116,다바850008,36.20469225,127.3336933,0,0,0.86609787
3117,다바850009,36.20559381,127.3336914,0,0,0.60842407
3118,다바850010,36.20649537,127.3336895,0,0,0.00065559
3119,다바850011,36.20739693,127.3336876,0,0,0.00065559
3120,다바850012,36.20829849,127.3336857,0,0,0.00065559
3121,다바850013,36.20920004,127.3336838,0,0,0.84241444
3122,다바850014,36.2101016,127.3336819,0,0,0.84646547
3123,다바850015,36.21100316,127.33368,0,0,0.00065559
3124,다바850016,36.21190472,127.3336781,0,0,0.8651822
3125,다바850017,36.21280628,127.3336762,0,0,0.001068637
3126,다바850018,36.21370784,127.3336743,0,0,0.83211374
3127,다바850019,36.2146094,127.3336724,0,0,0.83228457
3128,다바850020,36.21551095,127.3336704,0,0,0.00065559
3129,다바850021,36.21641251,127.3336685,0,0,0.8661015
3130,다바850022,36.21731407,127.3336666,0,0,0.00065559
3131,다바850023,36.21821563,127.3336647,0,0,0.00065559
3132,다바850024,36.21911719,127.3336628,0,0,0.00065559
3133,다바850025,36.22001874,127.3336609,0,0,0.00065559
3134,다바850026,36.2209203,127.333659,0,0,0.00065559
3135,다바850027,36.22182186,127.3336571,0,0,0.00065559
3136,다바850028,36.22272342,127.3336552,0,0,0.8656456
3137,다바850029,36.22362497,127.3336533,0,0,0.8674042
3138,다바850030,36.22452653,127.3336514,0,0,0.862328
3139,다바850031,36.22542809,127.3336495,0,0,0.00065559
3140,다바850032,36.22632964,127.3336475,0,0,0.8403728
3141,다바850033,36.2272312,127.3336456,0,0,0.00065559
3142,다바850034,36.22813276,127.3336437,0,0,0.00065559
3143,다바850035,36.22903431,127.3336418,0,0,0.82695365
3144,다바850036,36.22993587,127.3336399,0,0,0.86233807
3145,다바850037,36.23083742,127.333638,0,0,0.8760368
3146,다바850038,36.23173898,127.3336361,0,0,0.84573364
3147,다바850039,36.23264053,127.3336342,0,0,0.866876
3148,다바850040,36.23354209,127.3336323,0,0,0.00065559
3149,다바850041,36.23444365,127.3336304,0,0,0.00065559
3150,다바850042,36.2353452,127.3336284,0,0,0.86576414
3151,다바850043,36.23624676,127.3336265,0,0,0.86581373
3152,다바850044,36.23714831,127.3336246,0,0,0.7739015
3153,다바850045,36.23804987,127.3336227,0,0,0.8654336
3154,다바850046,36.23895142,127.3336208,0,0,0.00065559
3155,다바850047,36.23985297,127.3336189,0,0,0.8652074
3156,다바850048,36.24075453,127.333617,0,0,0.00065559
3157,다바850049,36.24165608,127.3336151,0,0,0.8644683
3158,다바850050,36.24255764,127.3336132,0,0,0.86581403
3159,다바850051,36.24345919,127.3336113,0,0,0.8659282
3160,다바850052,36.24436074,127.3336093,0,0,0.8659375
3161,다바850053,36.2452623,127.3336074,0,0,0.00065559
3162,다바850054,36.24616385,127.3336055,0,0,0.00065559
3163,다바850055,36.24706541,127.3336036,0,0,0.00065559
3164,다바850056,36.24796696,127.3336017,0,0,0.00065559
3165,다바850057,36.24886851,127.3335998,0,0,0.8626256
3166,다바850058,36.24977006,127.3335979,0,0,0.864779
3167,다바850059,36.25067162,127.333596,0,0,0.00065559
3168,다바850060,36.25157317,127.3335941,0,0,0.8626416
3169,다바850061,36.25247472,127.3335921,0,0,0.8492698
3170,다바850062,36.25337628,127.3335902,0,0,0.00065559
3171,다바850063,36.25427783,127.3335883,0,0,0.00065559
3172,다바850064,36.25517938,127.3335864,0,0,0.00065559
3173,다바850065,36.25608093,127.3335845,0,0,0.00065559
3174,다바850066,36.25698248,127.3335826,0,0,0.00065559
3175,다바850067,36.25788404,127.3335807,0,0,0.86294115
3176,다바850068,36.25878559,127.3335788,0,0,0.8760326
3177,다바850069,36.25968714,127.3335768,0,0,0.00065559
3178,다바850070,36.26058869,127.3335749,0,0,0.00065559
3179,다바850071,36.26149024,127.333573,0,0,0.00065559
3180,다바850072,36.26239179,127.3335711,0,0,0.8660446
3181,다바850073,36.26329334,127.3335692,0,0,0.86446387
3182,다바850074,36.26419489,127.3335673,0,0,0.863829
3183,다바850075,36.26509644,127.3335654,0,0,0.8760202
3184,다바850076,36.265998,127.3335635,0,0,0.8760092
3185,다바850077,36.26689955,127.3335615,0,0,0.7789605
3186,다바850078,36.2678011,127.3335596,0,0,0.69873136
3187,다바850079,36.26870265,127.3335577,0,0,0.8658957
3188,다바850080,36.2696042,127.3335558,0,0,0.00065559
3189,다바850081,36.27050575,127.3335539,0,0,0.8496148
3190,다바850082,36.2714073,127.333552,0,0,0.00065559
3191,다바850083,36.27230885,127.3335501,0,0,0.00065559
3192,다바850084,36.27321039,127.3335481,0,0,0.8660223
3193,다바850085,36.27411194,127.3335462,0,0,0.00065559
3194,다바850086,36.27501349,127.3335443,0,0,0.8663655
3195,다바850087,36.27591504,127.3335424,0,0,0.86596143
3196,다바850088,36.27681659,127.3335405,0,0,0.8655913
3197,다바850089,36.27771814,127.3335386,0,0,0.00065559
3198,다바850090,36.27861969,127.3335367,0,0,0.00065559
3199,다바850091,36.27952124,127.3335347,0,0,0.00065559
3200,다바850092,36.28042279,127.3335328,0,0,0.00065559
3201,다바850093,36.28132433,127.3335309,0,0,0.001008888
