grid_idx,격자100m,위도,경도
2529,다바844088,36.27680711,127.3268599
2530,다바844089,36.27770865,127.3268579
2531,다바844090,36.2786102,127.3268559
2532,다바844091,36.27951175,127.3268539
2533,다바844092,36.2804133,127.3268519
2534,다바844093,36.28131485,127.3268499
2535,다바844094,36.28221639,127.3268479
2536,다바844095,36.28311794,127.3268459
2537,다바844096,36.28401949,127.3268439
2538,다바844097,36.28492104,127.3268419
2539,다바844098,36.28582258,127.32684
2540,다바844099,36.28672413,127.326838
2541,다바844100,36.28762568,127.326836
2542,다바844101,36.28852723,127.326834
2543,다바844102,36.28942877,127.326832
2544,다바844103,36.29033032,127.32683
2545,다바844104,36.29123187,127.326828
2546,다바844105,36.29213341,127.326826
2547,다바844106,36.29303496,127.326824
2548,다바844107,36.2939365,127.326822
2549,다바844108,36.29483805,127.32682
2550,다바844109,36.2957396,127.326818
2551,다바844110,36.29664114,127.3268161
2552,다바844111,36.29754269,127.3268141
2553,다바844112,36.29844423,127.3268121
2554,다바844113,36.29934578,127.3268101
2555,다바844114,36.30024732,127.3268081
2556,다바845008,36.20468439,127.3281313
2557,다바845009,36.20558595,127.3281293
2558,다바845010,36.20648751,127.3281273
2559,다바845011,36.20738907,127.3281254
2560,다바845012,36.20829063,127.3281234
2561,다바845013,36.20919219,127.3281214
2562,다바845014,36.21009374,127.3281194
2563,다바845015,36.2109953,127.3281175
2564,다바845016,36.21189686,127.3281155
2565,다바845017,36.21279842,127.3281135
2566,다바845018,36.21369998,127.3281116
2567,다바845019,36.21460154,127.3281096
2568,다바845020,36.21550309,127.3281076
2569,다바845021,36.21640465,127.3281056
2570,다바845022,36.21730621,127.3281037
2571,다바845023,36.21820777,127.3281017
2572,다바845024,36.21910932,127.3280997
2573,다바845025,36.22001088,127.3280977
2574,다바845026,36.22091244,127.3280958
2575,다바845027,36.221814,127.3280938
2576,다바845028,36.22271555,127.3280918
2577,다바845029,36.22361711,127.3280899
2578,다바845030,36.22451867,127.3280879
2579,다바845031,36.22542022,127.3280859
2580,다바845032,36.22632178,127.3280839
2581,다바845033,36.22722333,127.328082
2582,다바845034,36.22812489,127.32808
2583,다바845035,36.22902645,127.328078
2584,다바845036,36.229928,127.328076
2585,다바845037,36.23082956,127.3280741
2586,다바845038,36.23173111,127.3280721
2587,다바845039,36.23263267,127.3280701
2588,다바845040,36.23353422,127.3280682
2589,다바845041,36.23443578,127.3280662
2590,다바845042,36.23533733,127.3280642
2591,다바845043,36.23623889,127.3280622
2592,다바845044,36.23714044,127.3280603
2593,다바845045,36.238042,127.3280583
2594,다바845046,36.23894355,127.3280563
2595,다바845047,36.23984511,127.3280543
2596,다바845048,36.24074666,127.3280524
2597,다바845049,36.24164821,127.3280504
2598,다바845050,36.24254977,127.3280484
2599,다바845051,36.24345132,127.3280464
2600,다바845052,36.24435288,127.3280445
2601,다바845053,36.24525443,127.3280425
2602,다바845054,36.24615598,127.3280405
2603,다바845055,36.24705754,127.3280385
2604,다바845056,36.24795909,127.3280366
2605,다바845057,36.24886064,127.3280346
2606,다바845058,36.24976219,127.3280326
2607,다바845059,36.25066375,127.3280306
2608,다바845060,36.2515653,127.3280287
2609,다바845061,36.25246685,127.3280267
2610,다바845062,36.2533684,127.3280247
2611,다바845063,36.25426996,127.3280227
2612,다바845064,36.25517151,127.3280208
2613,다바845065,36.25607306,127.3280188
2614,다바845066,36.25697461,127.3280168
2615,다바845067,36.25787616,127.3280148
2616,다바845068,36.25877771,127.3280128
2617,다바845069,36.25967927,127.3280109
2618,다바845070,36.26058082,127.3280089
2619,다바845071,36.26148237,127.3280069
2620,다바845072,36.26238392,127.3280049
2621,다바845073,36.26328547,127.328003
2622,다바845074,36.26418702,127.328001
2623,다바845075,36.26508857,127.327999
2624,다바845076,36.26599012,127.327997
2625,다바845077,36.26689167,127.3279951
2626,다바845078,36.26779322,127.3279931
2627,다바845079,36.26869477,127.3279911
2628,다바845080,36.26959632,127.3279891
2629,다바845081,36.27049787,127.3279872
2630,다바845082,36.27139942,127.3279852
2631,다바845083,36.27230097,127.3279832
2632,다바845084,36.27320252,127.3279812
2633,다바845085,36.27410407,127.3279792
2634,다바845086,36.27500562,127.3279773
2635,다바845087,36.27590716,127.3279753
2636,다바845088,36.27680871,127.3279733
2637,다바845089,36.27771026,127.3279713
2638,다바845090,36.27861181,127.3279694
2639,다바845091,36.27951336,127.3279674
2640,다바845092,36.28041491,127.3279654
2641,다바845093,36.28131645,127.3279634
2642,다바845094,36.282218,127.3279614
2643,다바845095,36.28311955,127.3279595
2644,다바845096,36.2840211,127.3279575
2645,다바845097,36.28492264,127.3279555
2646,다바845098,36.28582419,127.3279535
2647,다바845099,36.28672574,127.3279515
2648,다바845100,36.28762729,127.3279496
2649,다바845101,36.28852883,127.3279476
2650,다바845102,36.28943038,127.3279456
2651,다바845103,36.29033193,127.3279436
2652,다바845104,36.29123347,127.3279416
2653,다바845105,36.29213502,127.3279397
2654,다바845106,36.29303657,127.3279377
2655,다바845107,36.29393811,127.3279357
2656,다바845108,36.29483966,127.3279337
2657,다바845109,36.2957412,127.3279317
2658,다바845110,36.29664275,127.3279298
2659,다바845111,36.29754429,127.3279278
2660,다바845112,36.29844584,127.3279258
2661,다바845113,36.29934739,127.3279238
2662,다바845114,36.30024893,127.3279218
2663,다바846007,36.20378442,127.3292456
2664,다바846008,36.20468598,127.3292437
2665,다바846009,36.20558754,127.3292417
2666,다바846010,36.2064891,127.3292398
2667,다바846011,36.20739066,127.3292378
2668,다바846012,36.20829222,127.3292358
2669,다바846013,36.20919378,127.3292339
2670,다바846014,36.21009534,127.3292319
2671,다바846015,36.2109969,127.32923
2672,다바846016,36.21189845,127.329228
2673,다바846017,36.21280001,127.3292261
2674,다바846018,36.21370157,127.3292241
2675,다바846019,36.21460313,127.3292221
2676,다바846020,36.21550469,127.3292202
2677,다바846021,36.21640624,127.3292182
2678,다바846022,36.2173078,127.3292163
2679,다바846023,36.21820936,127.3292143
2680,다바846024,36.21911092,127.3292123
2681,다바846025,36.22001247,127.3292104
2682,다바846026,36.22091403,127.3292084
2683,다바846027,36.22181559,127.3292065
2684,다바846028,36.22271715,127.3292045
2685,다바846029,36.2236187,127.3292025
2686,다바846030,36.22452026,127.3292006
2687,다바846031,36.22542182,127.3291986
2688,다바846032,36.22632337,127.3291967
2689,다바846033,36.22722493,127.3291947
2690,다바846034,36.22812648,127.3291927
2691,다바846035,36.22902804,127.3291908
2692,다바846036,36.2299296,127.3291888
2693,다바846037,36.23083115,127.3291869
2694,다바846038,36.23173271,127.3291849
2695,다바846039,36.23263426,127.3291829
2696,다바846040,36.23353582,127.329181
2697,다바846041,36.23443737,127.329179
2698,다바846042,36.23533893,127.3291771
2699,다바846043,36.23624048,127.3291751
2700,다바846044,36.23714204,127.3291731
2701,다바846045,36.23804359,127.3291712
2702,다바846046,36.23894515,127.3291692
2703,다바846047,36.2398467,127.3291672
2704,다바846048,36.24074825,127.3291653
2705,다바846049,36.24164981,127.3291633
2706,다바846050,36.24255136,127.3291614
2707,다바846051,36.24345292,127.3291594
2708,다바846052,36.24435447,127.3291574
2709,다바846053,36.24525602,127.3291555
2710,다바846054,36.24615758,127.3291535
2711,다바846055,36.24705913,127.3291515
2712,다바846056,36.24796068,127.3291496
2713,다바846057,36.24886224,127.3291476
2714,다바846058,36.24976379,127.3291457
2715,다바846059,36.25066534,127.3291437
2716,다바846060,36.25156689,127.3291417
2717,다바846061,36.25246845,127.3291398
2718,다바846062,36.25337,127.3291378
2719,다바846063,36.25427155,127.3291358
2720,다바846064,36.2551731,127.3291339
2721,다바846065,36.25607465,127.3291319
2722,다바846066,36.25697621,127.32913
2723,다바846067,36.25787776,127.329128
2724,다바846068,36.25877931,127.329126
2725,다바846069,36.25968086,127.3291241
2726,다바846070,36.26058241,127.3291221
2727,다바846071,36.26148396,127.3291201
2728,다바846072,36.26238551,127.3291182
2729,다바846073,36.26328706,127.3291162
2730,다바846074,36.26418862,127.3291142
2731,다바846075,36.26509017,127.3291123
2732,다바846076,36.26599172,127.3291103
2733,다바846077,36.26689327,127.3291084
2734,다바846078,36.26779482,127.3291064
2735,다바846079,36.26869637,127.3291044
2736,다바846080,36.26959792,127.3291025
2737,다바846081,36.27049947,127.3291005
2738,다바846082,36.27140102,127.3290985
2739,다바846083,36.27230256,127.3290966
2740,다바846084,36.27320411,127.3290946
2741,다바846085,36.27410566,127.3290926
2742,다바846086,36.27500721,127.3290907
2743,다바846087,36.27590876,127.3290887
2744,다바846088,36.27681031,127.3290867
2745,다바846089,36.27771186,127.3290848
2746,다바846090,36.27861341,127.3290828
2747,다바846091,36.27951495,127.3290808
2748,다바846092,36.2804165,127.3290789
2749,다바846093,36.28131805,127.3290769
2750,다바846094,36.2822196,127.329075
2751,다바846095,36.28312115,127.329073
2752,다바846096,36.28402269,127.329071
2753,다바846097,36.28492424,127.3290691
2754,다바846098,36.28582579,127.3290671
2755,다바846099,36.28672734,127.3290651
2756,다바846100,36.28762888,127.3290632
2757,다바846101,36.28853043,127.3290612
2758,다바846102,36.28943198,127.3290592
2759,다바846103,36.29033352,127.3290573
2760,다바846104,36.29123507,127.3290553
2761,다바846105,36.29213662,127.3290533
2762,다바846106,36.29303816,127.3290514
2763,다바846107,36.29393971,127.3290494
2764,다바846108,36.29484125,127.3290474
2765,다바846109,36.2957428,127.3290455
2766,다바846110,36.29664435,127.3290435
2767,다바846111,36.29754589,127.3290415
2768,다바846112,36.29844744,127.3290396
2769,다바846113,36.29934898,127.3290376
2770,다바846114,36.30025053,127.3290356
2771,다바847005,36.20198288,127.3303619
2772,다바847006,36.20288444,127.33036
2773,다바847007,36.203786,127.330358
2774,다바847008,36.20468756,127.3303561
2775,다바847009,36.20558912,127.3303542
2776,다바847010,36.20649068,127.3303522
2777,다바847011,36.20739224,127.3303503
2778,다바847012,36.2082938,127.3303483
2779,다바847013,36.20919536,127.3303464
2780,다바847014,36.21009692,127.3303444
2781,다바847015,36.21099848,127.3303425
2782,다바847016,36.21190004,127.3303405
2783,다바847017,36.21280159,127.3303386
2784,다바847018,36.21370315,127.3303366
2785,다바847019,36.21460471,127.3303347
2786,다바847020,36.21550627,127.3303327
2787,다바847021,36.21640783,127.3303308
2788,다바847022,36.21730938,127.3303289
2789,다바847023,36.21821094,127.3303269
2790,다바847024,36.2191125,127.330325
2791,다바847025,36.22001406,127.330323
2792,다바847026,36.22091561,127.3303211
2793,다바847027,36.22181717,127.3303191
2794,다바847028,36.22271873,127.3303172
2795,다바847029,36.22362029,127.3303152
2796,다바847030,36.22452184,127.3303133
2797,다바847031,36.2254234,127.3303113
2798,다바847032,36.22632496,127.3303094
2799,다바847033,36.22722651,127.3303074
2800,다바847034,36.22812807,127.3303055
2801,다바847035,36.22902962,127.3303035
2802,다바847036,36.22993118,127.3303016
2803,다바847037,36.23083273,127.3302996
2804,다바847038,36.23173429,127.3302977
2805,다바847039,36.23263585,127.3302957
2806,다바847040,36.2335374,127.3302938
2807,다바847041,36.23443896,127.3302918
2808,다바847042,36.23534051,127.3302899
2809,다바847043,36.23624207,127.330288
2810,다바847044,36.23714362,127.330286
2811,다바847045,36.23804518,127.3302841
2812,다바847046,36.23894673,127.3302821
2813,다바847047,36.23984828,127.3302802
2814,다바847048,36.24074984,127.3302782
2815,다바847049,36.24165139,127.3302763
2816,다바847050,36.24255295,127.3302743
2817,다바847051,36.2434545,127.3302724
2818,다바847052,36.24435605,127.3302704
2819,다바847053,36.24525761,127.3302685
2820,다바847054,36.24615916,127.3302665
2821,다바847055,36.24706071,127.3302646
2822,다바847056,36.24796227,127.3302626
2823,다바847057,36.24886382,127.3302607
2824,다바847058,36.24976537,127.3302587
2825,다바847059,36.25066693,127.3302568
2826,다바847060,36.25156848,127.3302548
2827,다바847061,36.25247003,127.3302529
2828,다바847062,36.25337158,127.3302509
2829,다바847063,36.25427314,127.330249
2830,다바847064,36.25517469,127.330247
2831,다바847065,36.25607624,127.3302451
2832,다바847066,36.25697779,127.3302431
2833,다바847067,36.25787934,127.3302412
2834,다바847068,36.25878089,127.3302392
2835,다바847069,36.25968245,127.3302373
2836,다바847070,36.260584,127.3302353
2837,다바847071,36.26148555,127.3302334
2838,다바847072,36.2623871,127.3302314
2839,다바847073,36.26328865,127.3302295
2840,다바847074,36.2641902,127.3302275
2841,다바847075,36.26509175,127.3302256
2842,다바847076,36.2659933,127.3302236
2843,다바847077,36.26689485,127.3302217
2844,다바847078,36.2677964,127.3302197
2845,다바847079,36.26869795,127.3302177
2846,다바847080,36.2695995,127.3302158
2847,다바847081,36.27050105,127.3302138
2848,다바847082,36.2714026,127.3302119
2849,다바847083,36.27230415,127.3302099
2850,다바847084,36.2732057,127.330208
2851,다바847085,36.27410725,127.330206
2852,다바847086,36.2750088,127.3302041
2853,다바847087,36.27591035,127.3302021
2854,다바847088,36.2768119,127.3302002
2855,다바847089,36.27771344,127.3301982
2856,다바847090,36.27861499,127.3301963
2857,다바847091,36.27951654,127.3301943
2858,다바847092,36.28041809,127.3301924
2859,다바847093,36.28131964,127.3301904
2860,다바847094,36.28222119,127.3301885
2861,다바847095,36.28312273,127.3301865
2862,다바847096,36.28402428,127.3301846
2863,다바847097,36.28492583,127.3301826
2864,다바847098,36.28582738,127.3301807
2865,다바847099,36.28672892,127.3301787
2866,다바847100,36.28763047,127.3301767
2867,다바847101,36.28853202,127.3301748
2868,다바847102,36.28943356,127.3301728
2869,다바847103,36.29033511,127.3301709
2870,다바847104,36.29123666,127.3301689
2871,다바847105,36.2921382,127.330167
2872,다바847106,36.29303975,127.330165
2873,다바847107,36.2939413,127.3301631
2874,다바847108,36.29484284,127.3301611
2875,다바847109,36.29574439,127.3301592
2876,다바847110,36.29664593,127.3301572
2877,다바847111,36.29754748,127.3301553
2878,다바847112,36.29844902,127.3301533
2879,다바847113,36.29935057,127.3301513
2880,다바847114,36.30025212,127.3301494
2881,다바847115,36.30115366,127.3301474
2882,다바848005,36.20198446,127.3314743
2883,다바848006,36.20288602,127.3314724
2884,다바848007,36.20378758,127.3314704
2885,다바848008,36.20468914,127.3314685
2886,다바848009,36.2055907,127.3314666
2887,다바848010,36.20649225,127.3314646
2888,다바848011,36.20739381,127.3314627
2889,다바848012,36.20829537,127.3314608
2890,다바848013,36.20919693,127.3314588
2891,다바848014,36.21009849,127.3314569
2892,다바848015,36.21100005,127.331455
2893,다바848016,36.21190161,127.331453
2894,다바848017,36.21280317,127.3314511
2895,다바848018,36.21370473,127.3314492
2896,다바848019,36.21460628,127.3314472
2897,다바848020,36.21550784,127.3314453
2898,다바848021,36.2164094,127.3314434
2899,다바848022,36.21731096,127.3314414
2900,다바848023,36.21821251,127.3314395
2901,다바848024,36.21911407,127.3314376
2902,다바848025,36.22001563,127.3314356
2903,다바848026,36.22091719,127.3314337
2904,다바848027,36.22181874,127.3314318
2905,다바848028,36.2227203,127.3314298
2906,다바848029,36.22362186,127.3314279
2907,다바848030,36.22452341,127.331426
2908,다바848031,36.22542497,127.331424
2909,다바848032,36.22632653,127.3314221
2910,다바848033,36.22722808,127.3314202
2911,다바848034,36.22812964,127.3314182
2912,다바848035,36.2290312,127.3314163
2913,다바848036,36.22993275,127.3314144
2914,다바848037,36.23083431,127.3314124
2915,다바848038,36.23173586,127.3314105
2916,다바848039,36.23263742,127.3314086
2917,다바848040,36.23353897,127.3314066
2918,다바848041,36.23444053,127.3314047
2919,다바848042,36.23534208,127.3314027
2920,다바848043,36.23624364,127.3314008
2921,다바848044,36.23714519,127.3313989
2922,다바848045,36.23804675,127.3313969
2923,다바848046,36.2389483,127.331395
2924,다바848047,36.23984986,127.3313931
2925,다바848048,36.24075141,127.3313911
2926,다바848049,36.24165297,127.3313892
2927,다바848050,36.24255452,127.3313873
2928,다바848051,36.24345607,127.3313853
2929,다바848052,36.24435763,127.33138339999999
2930,다바848053,36.24525918,127.3313815
2931,다바848054,36.24616074,127.3313795
2932,다바848055,36.24706229,127.3313776
2933,다바848056,36.24796384,127.3313756
2934,다바848057,36.24886539,127.3313737
2935,다바848058,36.24976695,127.3313718
2936,다바848059,36.2506685,127.3313698
2937,다바848060,36.25157005,127.3313679
2938,다바848061,36.25247161,127.331366
2939,다바848062,36.25337316,127.331364
2940,다바848063,36.25427471,127.3313621
2941,다바848064,36.25517626,127.3313601
2942,다바848065,36.25607781,127.3313582
2943,다바848066,36.25697937,127.3313563
2944,다바848067,36.25788092,127.3313543
2945,다바848068,36.25878247,127.3313524
2946,다바848069,36.25968402,127.3313505
2947,다바848070,36.26058557,127.3313485
2948,다바848071,36.26148712,127.3313466
2949,다바848072,36.26238867,127.3313446
2950,다바848073,36.26329022,127.3313427
2951,다바848074,36.26419178,127.3313408
2952,다바848075,36.26509333,127.3313388
2953,다바848076,36.26599488,127.3313369
2954,다바848077,36.26689643,127.3313349
2955,다바848078,36.26779798,127.331333
2956,다바848079,36.26869953,127.3313311
2957,다바848080,36.26960108,127.3313291
2958,다바848081,36.27050263,127.3313272
2959,다바848082,36.27140418,127.3313253
2960,다바848083,36.27230573,127.3313233
2961,다바848084,36.27320728,127.3313214
2962,다바848085,36.27410882,127.3313194
2963,다바848086,36.27501037,127.3313175
2964,다바848087,36.27591192,127.3313156
2965,다바848088,36.27681347,127.3313136
2966,다바848089,36.27771502,127.3313117
2967,다바848090,36.27861657,127.3313097
2968,다바848091,36.27951812,127.3313078
2969,다바848092,36.28041966,127.3313059
2970,다바848093,36.28132121,127.3313039
2971,다바848094,36.28222276,127.331302
2972,다바848095,36.28312431,127.3313
2973,다바848096,36.28402586,127.3312981
2974,다바848097,36.2849274,127.3312962
2975,다바848098,36.28582895,127.3312942
2976,다바848099,36.2867305,127.3312923
2977,다바848100,36.28763205,127.3312903
2978,다바848101,36.28853359,127.3312884
2979,다바848102,36.28943514,127.3312865
2980,다바848103,36.29033669,127.3312845
2981,다바848104,36.29123823,127.3312826
2982,다바848105,36.29213978,127.3312806
2983,다바848106,36.29304133,127.3312787
2984,다바848107,36.29394287,127.3312767
2985,다바848108,36.29484442,127.3312748
2986,다바848109,36.29574596,127.3312729
2987,다바848110,36.29664751,127.3312709
2988,다바848111,36.29754906,127.331269
2989,다바848112,36.2984506,127.331267
2990,다바848113,36.29935215,127.3312651
2991,다바848114,36.30025369,127.3312632
2992,다바848115,36.30115524,127.3312612
2993,다바849000,36.19747821,127.3325963
2994,다바849001,36.19837978,127.3325944
2995,다바849004,36.20108446,127.3325886
2996,다바849005,36.20198602,127.3325867
2997,다바849006,36.20288758,127.3325848
2998,다바849007,36.20378914,127.3325828
2999,다바849008,36.2046907,127.3325809
3000,다바849009,36.20559226,127.332579
3001,다바849010,36.20649382,127.3325771
3002,다바849011,36.20739538,127.3325752
3003,다바849012,36.20829693,127.3325732
3004,다바849013,36.20919849,127.3325713
3005,다바849014,36.21010005,127.3325694
3006,다바849015,36.21100161,127.3325675
3007,다바849016,36.21190317,127.3325656
3008,다바849017,36.21280473,127.3325636
3009,다바849018,36.21370629,127.3325617
3010,다바849019,36.21460785,127.3325598
3011,다바849020,36.2155094,127.3325579
3012,다바849021,36.21641096,127.332556
3013,다바849022,36.21731252,127.332554
3014,다바849023,36.21821408,127.3325521
3015,다바849024,36.21911563,127.3325502
3016,다바849025,36.22001719,127.3325483
3017,다바849026,36.22091875,127.3325464
3018,다바849027,36.22182031,127.3325444
3019,다바849028,36.22272186,127.3325425
3020,다바849029,36.22362342,127.3325406
3021,다바849030,36.22452498,127.3325387
3022,다바849031,36.22542653,127.3325367
3023,다바849032,36.22632809,127.3325348
3024,다바849033,36.22722965,127.3325329
3025,다바849034,36.2281312,127.332531
3026,다바849035,36.22903276,127.3325291
3027,다바849036,36.22993431,127.3325271
3028,다바849037,36.23083587,127.3325252
3029,다바849038,36.23173743,127.3325233
3030,다바849039,36.23263898,127.3325214
3031,다바849040,36.23354054,127.3325194
3032,다바849041,36.23444209,127.3325175
3033,다바849042,36.23534365,127.3325156
3034,다바849043,36.2362452,127.3325137
3035,다바849044,36.23714676,127.3325118
3036,다바849045,36.23804831,127.3325098
3037,다바849046,36.23894987,127.3325079
3038,다바849047,36.23985142,127.332506
3039,다바849048,36.24075298,127.3325041
3040,다바849049,36.24165453,127.3325021
3041,다바849050,36.24255608,127.3325002
3042,다바849051,36.24345764,127.3324983
3043,다바849052,36.24435919,127.3324964
3044,다바849053,36.24526075,127.3324944
3045,다바849054,36.2461623,127.3324925
3046,다바849055,36.24706385,127.3324906
3047,다바849056,36.24796541,127.3324887
3048,다바849057,36.24886696,127.3324867
3049,다바849058,36.24976851,127.3324848
3050,다바849059,36.25067006,127.3324829
3051,다바849060,36.25157162,127.332481
3052,다바849061,36.25247317,127.332479
3053,다바849062,36.25337472,127.3324771
3054,다바849063,36.25427627,127.3324752
3055,다바849064,36.25517783,127.3324733
3056,다바849065,36.25607938,127.3324713
3057,다바849066,36.25698093,127.3324694
3058,다바849067,36.25788248,127.3324675
3059,다바849068,36.25878403,127.3324656
3060,다바849069,36.25968558,127.3324636
3061,다바849070,36.26058714,127.3324617
3062,다바849071,36.26148869,127.3324598
3063,다바849072,36.26239024,127.3324579
3064,다바849073,36.26329179,127.3324559
3065,다바849074,36.26419334,127.332454
3066,다바849075,36.26509489,127.3324521
3067,다바849076,36.26599644,127.3324502
3068,다바849077,36.26689799,127.3324482
3069,다바849078,36.26779954,127.3324463
3070,다바849079,36.26870109,127.3324444
3071,다바849080,36.26960264,127.3324425
3072,다바849081,36.27050419,127.3324405
3073,다바849082,36.27140574,127.3324386
3074,다바849083,36.27230729,127.3324367
3075,다바849084,36.27320884,127.3324348
3076,다바849085,36.27411039,127.3324328
3077,다바849086,36.27501194,127.3324309
3078,다바849087,36.27591349,127.332429
3079,다바849088,36.27681504,127.3324271
3080,다바849089,36.27771659,127.3324251
3081,다바849090,36.27861813,127.3324232
3082,다바849091,36.27951968,127.3324213
3083,다바849092,36.28042123,127.3324193
3084,다바849093,36.28132278,127.3324174
3085,다바849094,36.28222433,127.3324155
3086,다바849095,36.28312587,127.3324136
3087,다바849096,36.28402742,127.3324116
3088,다바849097,36.28492897,127.3324097
3089,다바849098,36.28583052,127.3324078
3090,다바849099,36.28673206,127.3324059
3091,다바849100,36.28763361,127.3324039
3092,다바849101,36.28853516,127.332402
3093,다바849102,36.28943671,127.3324001
3094,다바849103,36.29033825,127.3323981
3095,다바849104,36.2912398,127.3323962
3096,다바849105,36.29214135,127.3323943
3097,다바849106,36.29304289,127.3323924
3098,다바849107,36.29394444,127.3323904
3099,다바849108,36.29484599,127.3323885
3100,다바849109,36.29574753,127.3323866
3101,다바849110,36.29664908,127.3323846
3102,다바849111,36.29755062,127.3323827
3103,다바849112,36.29845217,127.3323808
3104,다바849113,36.29935371,127.3323789
3105,다바849114,36.30025526,127.3323769
3106,다바849115,36.3011568,127.332375
3107,다바850000,36.19747977,127.3337086
3108,다바850001,36.19838133,127.3337067
3109,다바850002,36.19928289,127.3337048
3110,다바850003,36.20018445,127.3337029
3111,다바850004,36.20108601,127.333701
3112,다바850005,36.20198757,127.3336991
3113,다바850006,36.20288913,127.3336972
3114,다바850007,36.20379069,127.3336952
3115,다바850008,36.20469225,127.3336933
3116,다바850009,36.20559381,127.3336914
3117,다바850010,36.20649537,127.3336895
3118,다바850011,36.20739693,127.3336876
3119,다바850012,36.20829849,127.3336857
3120,다바850013,36.20920004,127.3336838
3121,다바850014,36.2101016,127.3336819
3122,다바850015,36.21100316,127.33368
3123,다바850016,36.21190472,127.3336781
3124,다바850017,36.21280628,127.3336762
3125,다바850018,36.21370784,127.3336743
3126,다바850019,36.2146094,127.3336724
3127,다바850020,36.21551095,127.3336704
3128,다바850021,36.21641251,127.3336685
3129,다바850022,36.21731407,127.3336666
3130,다바850023,36.21821563,127.3336647
3131,다바850024,36.21911719,127.3336628
3132,다바850025,36.22001874,127.3336609
3133,다바850026,36.2209203,127.333659
3134,다바850027,36.22182186,127.3336571
3135,다바850028,36.22272342,127.3336552
3136,다바850029,36.22362497,127.3336533
3137,다바850030,36.22452653,127.3336514
3138,다바850031,36.22542809,127.3336495
3139,다바850032,36.22632964,127.3336475
3140,다바850033,36.2272312,127.3336456
3141,다바850034,36.22813276,127.3336437
3142,다바850035,36.22903431,127.3336418
3143,다바850036,36.22993587,127.3336399
3144,다바850037,36.23083742,127.333638
3145,다바850038,36.23173898,127.3336361
3146,다바850039,36.23264053,127.3336342
3147,다바850040,36.23354209,127.3336323
3148,다바850041,36.23444365,127.3336304
3149,다바850042,36.2353452,127.3336284
3150,다바850043,36.23624676,127.3336265
3151,다바850044,36.23714831,127.3336246
3152,다바850045,36.23804987,127.3336227
3153,다바850046,36.23895142,127.3336208
3154,다바850047,36.23985297,127.3336189
3155,다바850048,36.24075453,127.333617
3156,다바850049,36.24165608,127.3336151
3157,다바850050,36.24255764,127.3336132
3158,다바850051,36.24345919,127.3336113
3159,다바850052,36.24436074,127.3336093
3160,다바850053,36.2452623,127.3336074
3161,다바850054,36.24616385,127.3336055
3162,다바850055,36.24706541,127.3336036
3163,다바850056,36.24796696,127.3336017
3164,다바850057,36.24886851,127.3335998
3165,다바850058,36.24977006,127.3335979
3166,다바850059,36.25067162,127.333596
3167,다바850060,36.25157317,127.3335941
3168,다바850061,36.25247472,127.3335921
3169,다바850062,36.25337628,127.3335902
3170,다바850063,36.25427783,127.3335883
3171,다바850064,36.25517938,127.3335864
3172,다바850065,36.25608093,127.3335845
3173,다바850066,36.25698248,127.3335826
3174,다바850067,36.25788404,127.3335807
3175,다바850068,36.25878559,127.3335788
3176,다바850069,36.25968714,127.3335768
3177,다바850070,36.26058869,127.3335749
3178,다바850071,36.26149024,127.333573
3179,다바850072,36.26239179,127.3335711
3180,다바850073,36.26329334,127.3335692
3181,다바850074,36.26419489,127.3335673
3182,다바850075,36.26509644,127.3335654
3183,다바850076,36.265998,127.3335635
3184,다바850077,36.26689955,127.3335615
3185,다바850078,36.2678011,127.3335596
3186,다바850079,36.26870265,127.3335577
3187,다바850080,36.2696042,127.3335558
3188,다바850081,36.27050575,127.3335539
3189,다바850082,36.2714073,127.333552
3190,다바850083,36.27230885,127.3335501
3191,다바850084,36.27321039,127.3335481
3192,다바850085,36.27411194,127.3335462
3193,다바850086,36.27501349,127.3335443
3194,다바850087,36.27591504,127.3335424
3195,다바850088,36.27681659,127.3335405
3196,다바850089,36.27771814,127.3335386
3197,다바850090,36.27861969,127.3335367
3198,다바850091,36.27952124,127.3335347
3199,다바850092,36.28042279,127.3335328
3200,다바850093,36.28132433,127.3335309
3201,다바850094,36.28222588,127.333529
3202,다바850095,36.28312743,127.3335271
3203,다바850096,36.28402898,127.3335252
3204,다바850097,36.28493053,127.3335233
3205,다바850098,36.28583207,127.3335213
3206,다바850099,36.28673362,127.3335194
3207,다바850100,36.28763517,127.3335175
3208,다바850101,36.28853671,127.3335156
3209,다바850102,36.28943826,127.3335137
3210,다바850103,36.29033981,127.3335118
3211,다바850104,36.29124136,127.3335099
3212,다바850105,36.2921429,127.3335079
3213,다바850106,36.29304445,127.333506
3214,다바850107,36.29394599,127.3335041
3215,다바850108,36.29484754,127.3335022
3216,다바850109,36.29574909,127.3335003
3217,다바850110,36.29665063,127.3334984
3218,다바850111,36.29755218,127.3334964
3219,다바850112,36.29845372,127.3334945
3220,다바850113,36.29935527,127.3334926
3221,다바850114,36.30025682,127.3334907
3222,다바850115,36.30115836,127.3334888
3223,다바850116,36.30205991,127.3334869
3224,다바850117,36.30296145,127.3334849
3225,다바850118,36.303863,127.333483
3226,다바850119,36.30476454,127.3334811
3227,다바850120,36.30566608,127.3334792
3228,다바850121,36.30656763,127.3334773
3229,다바850122,36.30746917,127.3334754
3230,다바850123,36.30837072,127.3334734
3231,다바850124,36.30927226,127.3334715
